,channelTitle,videoTitle,videoView,videoLike,videoDislike,videoComment,publishedAt,publishedAt_string,Year,Month,DayofWeek,publishedAt_month,Month_str
362,Schannel,"󠀀󠀀Thắng Louis và 1 tháng với Galaxy A51: Sáng nhảy BlackPink, Trưa cưới Hạnh Chee, Tối húp mì tôm",50871,1769,34,108,20-01-17,2020-01-17,2020,1,Fri,2020-01,Jan
363,Schannel,"󠀀󠀀#BMML Drama - Tại sao các nhóm nhạc dễ TAN RÃ, mâu thuẫn với công ty Quản Lý",117321,3814,192,286,20-01-15,2020-01-15,2020,1,Wed,2020-01,Jan
364,Schannel,"Team UT: Ở biệt thự, ăn đặc sản Thanh Hoá",211437,5311,99,332,20-01-15,2020-01-15,2020,1,Wed,2020-01,Jan
365,Schannel,"󠀀󠀀Quỳnh Trần JP có thể đóng kênh | Hội bạn Giang Ơi bị ném đá vì ""bơ"" Khoai Lang Thang - GNCN 14/1",286851,8127,311,464,20-01-14,2020-01-14,2020,1,Tue,2020-01,Jan
366,Schannel,"Drama Nam Em - Bảo Trân: Tố cướp chồng, dọa kiện, đòi ""chơi khô máu"" - Hít Hà Drama",312418,7367,230,583,20-01-14,2020-01-14,2020,1,Tue,2020-01,Jan
367,Schannel,󠀀󠀀Vlog Mi Sơn: Vỡ mộng khu phố Hongkong siêu hot tại Hà Nội!,151478,3654,63,109,20-01-13,2020-01-13,2020,1,Mon,2020-01,Jan
368,Schannel,GAME HACK NÃO : Quá lạ với hình ảnh thành viên Schannel HN khi còn nhỏ !,181150,4456,47,81,20-01-20,2020-01-20,2020,1,Mon,2020-01,Jan
369,Schannel,GAME HACK NÃO ! Khi team HN đoán ảnh hồi bé team Sài Gòn : Không nhận ra nổi !,319358,7108,92,136,20-01-14,2020-01-14,2020,1,Tue,2020-01,Jan
370,Schannel,"S News t2/T1: Sao Hàn điêu đứng vì vụ hack đt Samsung, Người nhân tạo của Samsung tại CES 2020",98174,2208,61,190,20-01-12,2020-01-12,2020,1,Sun,2020-01,Jan
371,Schannel,󠀀󠀀Báo Hàn xôn xao: NV sân bay Nội Bài làm lộ passport của EXO | Nam Em bất ngờ bị tố giật chồng,277588,5789,95,669,20-01-11,2020-01-11,2020,1,Sat,2020-01,Jan
372,Schannel,Toàn cảnh #1: “Đại thảm hoạ” cháy rừng ở Australia - 1 tỷ sinh vật chết cháy !,160819,5441,92,505,20-01-12,2020-01-12,2020,1,Sun,2020-01,Jan
373,Schannel,CHOÁNG ! Đồ chơi cho Rich kid : Từ chục triệu đến cả trăm triệu là quá bình thường ?,206261,5616,150,187,20-01-13,2020-01-13,2020,1,Mon,2020-01,Jan
374,Schannel,Reaction 1977 Vlog - VỢ NHẶT - KẺ ĐI TÌM TƯƠNG LAI,229914,6287,1043,575,20-01-12,2020-01-12,2020,1,Sun,2020-01,Jan
375,Schannel,󠀀󠀀1 ngày làm Sếp Schannel như thế nào ?,762788,23615,221,580,20-01-11,2020-01-11,2020,1,Sat,2020-01,Jan
376,Schannel,"Reaction Cô Đơn Không Muốn Về Nhà : Lạ lẫm khi Độ Mixi, Phát La đóng MV buồn !",191830,4822,89,194,20-01-10,2020-01-10,2020,1,Fri,2020-01,Jan
377,Schannel,Team UT say quên lối về tại quán bia tự nấu giữa Hồ Tây,140694,3304,51,100,20-01-10,2020-01-10,2020,1,Fri,2020-01,Jan
378,Schannel,"Reviewer COCC nhất Schannel, mỗi năm chỉ Review 1 bài?",164714,4161,84,116,20-01-09,2020-01-09,2020,1,Thu,2020-01,Jan
379,Schannel,󠀀󠀀GAME HACK NÃO : Đoán những món đồ quái dị chỉ có con gái mới hiểu !,939180,21472,363,588,20-01-08,2020-01-08,2020,1,Wed,2020-01,Jan
380,Schannel,Reaction 󠀀󠀀Làm gì phải Hốt | MV với 3 cái tên hot nhất năm qua JustaTee x Hoàng Thùy Linh x Đen,173525,4394,80,76,20-01-08,2020-01-08,2020,1,Wed,2020-01,Jan
381,Schannel,"Hoàng Thượng, Bạch Liên rủ nhau tới Schannel Reaction Canh Ba - 1 MV bằng 3 căn chung cư",559043,20018,351,1043,20-01-07,2020-01-07,2020,1,Tue,2020-01,Jan
382,Schannel,"Ngồi Lê Đôi Mách󠀀󠀀 : Du học sinh đều là Richkid?, du học vì không đỗ ĐH?",125068,3844,43,97,20-01-07,2020-01-07,2020,1,Tue,2020-01,Jan
383,Schannel,"Gặp Nhau Cuối Năm sẽ có Lão Hạc, Chí Phèo... | Vũ Khắc Tiệp nói gì khi bị tố bùng nợ - GNCN 06/01",306489,6512,124,305,20-01-06,2020-01-06,2020,1,Mon,2020-01,Jan
384,Schannel,Đỏ mặt khi lần đầu ăn tinh hoàn cá tuyết | Cảm Xúc Ăn,133806,4206,50,134,20-01-09,2020-01-09,2020,1,Thu,2020-01,Jan
385,Schannel,Hải Triều lộ diện bà xã ở tuổi 22 tại đám cưới Hạnh Chee,816306,12132,163,419,20-01-06,2020-01-06,2020,1,Mon,2020-01,Jan
386,Schannel,SCHANNEL REWIND: Tuyển Tập DRAMA 2019!,222801,9951,83,212,20-01-05,2020-01-05,2020,1,Sun,2020-01,Jan
387,Schannel,"󠀀󠀀S News t1/T1: Công nghệ AI trong phim Mắt Biếc, Galaxy S10, Note 10 Lite mà không ""lite""",79219,1704,40,105,20-01-05,2020-01-05,2020,1,Sun,2020-01,Jan
388,Schannel,Vlog Mi Sơn : Cả Schannel kéo nhau đi ăn cưới Hạnh Chee !!!,724021,21266,180,876,20-01-04,2020-01-04,2020,1,Sat,2020-01,Jan
389,Schannel,Nguyễn Trần 󠀀Trung Quân & Denis Đặng nói gì khi lần đầu gặp Schannel,98022,4475,58,158,20-01-05,2020-01-05,2020,1,Sun,2020-01,Jan
390,Schannel,"Nguyên dàn sao kéo tới Schannel : Ninh Dương Lan Ngọc, NSND Hồng Vân, NSND Lê Khanh...",356333,9028,66,197,20-01-03,2020-01-03,2020,1,Fri,2020-01,Jan
391,Schannel,󠀀󠀀Văn Mai Hương lên tiếng sau vụ hack camera | Đường đua F1 HN mở bán khán đài cuối&vé Paddock Club,474236,8997,215,296,20-01-02,2020-01-02,2020,1,Thu,2020-01,Jan
392,Schannel,󠀀󠀀BMML - Những sản phẩm công nghệ THẤT BẠI - THÀNH CÔNG nhất thập kỷ là đây!,76454,2306,54,59,20-01-02,2020-01-02,2020,1,Thu,2020-01,Jan
393,Schannel,Team UT: Son vị mì cay sẽ như nào ? Thử thách trang điểm không thể lầy lội hơn !,215326,6112,81,220,20-01-02,2020-01-02,2020,1,Thu,2020-01,Jan
394,Schannel,"Kiểm chứng cháo Quảng của ""Mầm non giải trí"" Liên Bỉnh Phát - Running Man",109855,2512,61,74,20-01-06,2020-01-06,2020,1,Mon,2020-01,Jan
395,Schannel,"""Ôi hoàng tử! Xin hãy tha thứ cho người em gái"" là gì mà tự dưng hot nhất Facebook vậy !",173971,5502,77,204,19-12-31,2019-12-31,2019,12,Tue,2019-12,Dec
396,Schannel,Toàn cảnh vụ đầu độc bằng Trà sữa : Lộ kế hoạch gây án tinh vi & dùng chất kích độc!,328008,6307,132,769,19-12-31,2019-12-31,2019,12,Tue,2019-12,Dec
397,Schannel,󠀀󠀀Vlog Mi Sơn : 5 triệu ăn sập cả Bali - Du lịch Bali đi đâu ăn gì ?,262215,4995,66,100,20-01-01,2020-01-01,2020,1,Wed,2020-01,Jan
398,Schannel,TẤM CÁM Chuyện Schannel Kể - nếu ngày đó Tấm “ĐỎ” hơn,31150,899,25,50,19-12-30,2019-12-30,2019,12,Mon,2019-12,Dec
399,Schannel,Bí quyết uống rượu bia khi Tết đến !!!,161065,2025,25,26,19-12-30,2019-12-30,2019,12,Mon,2019-12,Dec
400,Schannel,"󠀀󠀀S News t4/T12: Từ vụ clip Văn Mai Hương báo động an toàn camera an ninh, Apple lập nhà mạng riêng",165124,2754,82,191,19-12-29,2019-12-29,2019,12,Sun,2019-12,Dec
401,Schannel,󠀀󠀀Văn Mai Hương bị hack camera tại nhà | Richkid bỏ 100 triệu để ngồi gần Ngọc Trinh - GNCN 28/12,1407777,20915,570,1021,19-12-28,2019-12-28,2019,12,Sat,2019-12,Dec
402,Schannel,󠀀󠀀Vlog Mi Sơn: Mi Sơn về Ra Mắt nhà RichKid Quỳnh Chi,436570,9040,147,408,19-12-30,2019-12-30,2019,12,Mon,2019-12,Dec
403,Schannel,󠀀󠀀Reaction TÓC TIÊN x CAFÉ PHỐ - XUỐNG PHỐ PHẢI TƯƠI : 27 ngày nữa là Tết rồi !,27175,663,19,37,19-12-28,2019-12-28,2019,12,Sat,2019-12,Dec
404,Schannel,Đập hộp Air Force 1 Para-Noise : Schannel bỏ 15tr để đua đòi,207871,5084,206,244,19-12-29,2019-12-29,2019,12,Sun,2019-12,Dec
405,Schannel,Toàn cảnh phiên xét xử vụ nữ sinh giao gà ở Điện Biên: 6 án tử hình?,126947,3405,68,272,19-12-27,2019-12-27,2019,12,Fri,2019-12,Dec
406,Schannel,#BMML - Những sản phẩm công nghệ THÀNH CÔNG - THẢM HỌA nhất 2019,87585,2221,85,85,19-12-26,2019-12-26,2019,12,Thu,2019-12,Dec
407,Schannel,"Sau Mắt Biếc, đây là phim ngắn cực cảm động về Tết của Victor Vũ !",52981,1114,17,45,19-12-26,2019-12-26,2019,12,Thu,2019-12,Dec
408,Schannel,XẾP HÀNG TẬN 1 TIẾNG : Trà sữa KOI lần đầu ra HN có gì mà hot thế ? - Team UT,178557,3757,99,201,19-12-25,2019-12-25,2019,12,Wed,2019-12,Dec
409,Schannel,󠀀󠀀Điều thầm kín Cô Mây Hít Hà chưa dám làm trong năm qua!,46227,1174,24,77,19-12-25,2019-12-25,2019,12,Wed,2019-12,Dec
410,Schannel,Sự thật về Đan Anh - Running Girl cả Schannel đều sợ,56490,1593,22,108,19-12-25,2019-12-25,2019,12,Wed,2019-12,Dec
411,Schannel,Vlog Mi Sơn : Chuyến đi bay sạch 100 triệu & 1 chiếc iPhone XS Max !,250665,4728,58,145,19-12-24,2019-12-24,2019,12,Tue,2019-12,Dec
412,Schannel,Sếp Huy gọi điện báo vợ đi chơi xuyên Tết & cái kết | Reaction Sơn Tùng - Tết Này Về Nhà Cùng OPPO,460154,12176,140,362,19-12-23,2019-12-23,2019,12,Mon,2019-12,Dec
413,Schannel,"󠀀󠀀S News t3/T12: VinPro dẹp tiệm, Lo ngại về SkySocial của Sơn Tùng M-TP, RM (BTS) mất 33 AirPods",323503,7485,282,531,19-12-22,2019-12-22,2019,12,Sun,2019-12,Dec
414,Schannel,Đeo tai nghe & hát : Khi MIN bị 󠀀󠀀 Schannel phá hit theo cách không thể thảm họa hơn !,99365,1893,55,116,19-12-22,2019-12-22,2019,12,Sun,2019-12,Dec
415,Schannel,"Reaction Duyên Âm : Tái hiện Nhật ký Vàng Anh,Quỳnh Trần & loạt trend lẫn drama !",419114,8761,154,192,19-12-21,2019-12-21,2019,12,Sat,2019-12,Dec
416,Schannel,"Schannel lại đú trend Tiktok, đỉnh kout hay thảm hoạ !!!",312202,8951,198,181,19-12-22,2019-12-22,2019,12,Sun,2019-12,Dec
417,Schannel,Thử Thách Phối Đồ: Schannel ai lột xác với Streetstyle đẹp nhất,422419,9446,157,2851,19-12-21,2019-12-21,2019,12,Sat,2019-12,Dec
418,Schannel,"󠀀󠀀Xôn xao chuyện Misthy lộ clip | Hội bạn thân Giang Ơi bị chê ""nhà quê ra phố"" - GNCN 20/12",339509,12697,195,488,19-12-20,2019-12-20,2019,12,Fri,2019-12,Dec
419,Schannel,Reaction rất xàm & lầy lội vì OSAD lần đầu đến Schannel HN | Reaction Vì đó là em !,65399,1847,21,57,19-12-20,2019-12-20,2019,12,Fri,2019-12,Dec
420,Schannel,Mây & Hải Triều lần đầu hẹn hò ở 1 nơi xa ?? | Mùa đông Sa Pa có gì vui,92797,2223,22,132,19-12-20,2019-12-20,2019,12,Fri,2019-12,Dec
421,Schannel,"󠀀󠀀Tranh cãi việc thịt chó đóng hộp | Quang Hải lần đầu lên tiếng về Nhật Lê sau chia tay ? 
- GNCN",218748,5360,128,781,19-12-19,2019-12-19,2019,12,Thu,2019-12,Dec
422,Schannel,Khi Schannel tặng quà nhau : Khó đỡ & lầy lội không tả !,148165,3523,42,118,19-12-19,2019-12-19,2019,12,Thu,2019-12,Dec
423,Schannel,Vlog Mi Sơn : Tổ hợp The New Playground siêu nổi tiếng đã có mặt ở Hà Nội ?,192117,5190,60,164,19-12-19,2019-12-19,2019,12,Thu,2019-12,Dec
424,Schannel,Toàn cảnh Sơn Tùng M-TP 2020: Dám làm những điều chưa nghệ sĩ Việt nào dám làm !,133553,3938,78,245,19-12-18,2019-12-18,2019,12,Wed,2019-12,Dec
425,Schannel,Sơn Tùng MTP thành lập tập đoàn giải trí | Tranh cãi đạo diễn Lê Hoàng nhắc đến clip Hoàng Thùy Linh,184849,4329,99,236,19-12-18,2019-12-18,2019,12,Wed,2019-12,Dec
426,Schannel,󠀀󠀀Drama thủ môn Văn Toản bắt cá 2 tay | Câu trộm được rùa khủng ở Hồ Gươm,157573,3906,89,200,19-12-17,2019-12-17,2019,12,Tue,2019-12,Dec
427,Schannel,Team UT : Đốt sạch 2.000.000đ của sếp Huy để trang trí Noel cho Schannel HN !,135690,3456,50,116,19-12-17,2019-12-17,2019,12,Tue,2019-12,Dec
428,Schannel,"Reaction Thất Tình Tích Cực - SGO48 | Nhóm nhạc đông người, cute nhất VN !",146896,3618,70,394,19-12-17,2019-12-17,2019,12,Tue,2019-12,Dec
429,Schannel,"Đặng Văn Lâm, My sói, Ngân 98 sáng nhất MXH | Hoà Minzy lại tiếp tục thành Hoà Sorry - GNCN 16/12",574839,11042,297,616,19-12-16,2019-12-16,2019,12,Mon,2019-12,Dec
430,Schannel,Toàn cảnh drama Ngân 98 : Bị tống tiền 300 triệu & vẫn tuyên bố gây shock !,532197,9912,221,454,19-12-16,2019-12-16,2019,12,Mon,2019-12,Dec
431,Schannel,"S News t2/T12: Galaxy A51, A71 đáng kỳ vọng, camera selfie ẩn dưới màn hình của OPPO",46154,1017,36,59,19-12-15,2019-12-15,2019,12,Sun,2019-12,Dec
432,Schannel,Kí sự đi nhận smartphone 50 triệu tại khách sạn 5 sao !,27168,766,13,68,19-12-15,2019-12-15,2019,12,Sun,2019-12,Dec
433,Schannel,󠀀󠀀Xôn xao chuyện ăn xin kiếm 100 triệu/tháng | Drama không hồi kết của Hồ Quang Hiếu - GNCN 14/12,214446,4803,123,229,19-12-14,2019-12-14,2019,12,Sat,2019-12,Dec
434,Schannel,"GAME HACK NÃO: Nhìn trang phục đoán sao, youtuber... Việt !",863426,14396,409,318,19-12-16,2019-12-16,2019,12,Mon,2019-12,Dec
435,Schannel,Gọi đồ ăn theo 5 người phía trước !,210935,4600,76,77,19-12-14,2019-12-14,2019,12,Sat,2019-12,Dec
436,Schannel,Viettel ra mắt eSIM trên Apple Watch : Tính năng lần đầu có ở Việt Nam,45938,221,12,14,19-12-14,2019-12-14,2019,12,Sat,2019-12,Dec
437,Schannel,Schannel tham quan nhà máy Hảo Hảo | Giải mã mọi tin đồn về tác hại mì tôm ?,226395,5350,158,216,19-12-13,2019-12-13,2019,12,Fri,2019-12,Dec
438,Schannel,Schannel Xàm : Chả biết đặt title là gì những nó rất xàm & nhảm !,289449,9426,122,277,19-12-13,2019-12-13,2019,12,Fri,2019-12,Dec
439,Schannel,Trên tay Vivo U10: đẹp thế này mà giá chưa đến 4 củ?,22875,404,13,50,19-12-13,2019-12-13,2019,12,Fri,2019-12,Dec
440,Schannel,"Bà Tân Vlog bị ném đá vì “cosplay"" người mặt đen | Drama Hồ Quang Hiếu sáng nhất hôm nay",267775,5423,132,300,19-12-12,2019-12-12,2019,12,Thu,2019-12,Dec
441,Schannel,"Hồ Quang Hiếu bất ngờ bị tố ""hại con gái nhà lành"" - Hít Hà Drama",376701,7786,306,1164,19-12-12,2019-12-12,2019,12,Thu,2019-12,Dec
442,Schannel,Buổi Photoshoot ngập Drama của các minh tinh Schannel !,686490,16277,141,845,19-12-12,2019-12-12,2019,12,Thu,2019-12,Dec
443,Schannel,"󠀀󠀀Báo chí Thái, Hàn, Indo.. thán phục đội tuyển VN | Yoona (SNSD) bội thu giải thưởng - GNCN 11/12",170790,4347,56,205,19-12-11,2019-12-11,2019,12,Wed,2019-12,Dec
444,Schannel,GAME HACK NÃO : Thử tài giải toán cấp 1: Học xong ĐH cũng thấy khó !,78609,1893,38,149,19-12-11,2019-12-11,2019,12,Wed,2019-12,Dec
445,Schannel,Vlog Hạnh & Yến : Nơi quay MV Để Mị Nói Cho Mà Nghe có gì hot ?,71280,1557,21,49,19-12-11,2019-12-11,2019,12,Wed,2019-12,Dec
446,Schannel,Biển người đổ ra đường mừng Việt Nam là VUA BÓNG ĐÁ của ĐNA !,88461,3146,28,111,19-12-10,2019-12-10,2019,12,Tue,2019-12,Dec
447,Schannel,Việt Nam đại thắng Indo 3 - 0 | Tin đồn BTS và Big Hit rạn nứt ? - GNCN 10/12,159663,5188,79,244,19-12-10,2019-12-10,2019,12,Tue,2019-12,Dec
448,Schannel,"Thị trường smartphone 2019: Cuộc chơi ""Galaxy A và những người bạn""",34543,856,21,103,19-12-10,2019-12-10,2019,12,Tue,2019-12,Dec
449,Schannel,"Sau vô địch, Đội tuyển nữ lãnh thưởng 10 tỷ | Giả làm người mặt đen câu like bị công an mời lên đồn",150938,4277,65,148,19-12-09,2019-12-09,2019,12,Mon,2019-12,Dec
450,Schannel,"Thử thách 24h : Ăn, uống, mặc, chơi ... với màu Unicorn",92960,2318,35,57,19-12-09,2019-12-09,2019,12,Mon,2019-12,Dec
451,Schannel,"Ăn tất cả các loại GÀ PHÔ MAI trên đời: Chảo gà Phô Mai UFO, Cơm Phô Mai Kim Chi, Tokbokki Phô Mai.",106529,2684,62,67,19-12-09,2019-12-09,2019,12,Mon,2019-12,Dec
452,Schannel,Trai đẹp 󠀀󠀀Schannel bị gái tán trên VTV6 & cái kết !,99472,3248,44,126,19-12-08,2019-12-08,2019,12,Sun,2019-12,Dec
453,Schannel,"S News t1/T12: iPhone 2021 bỏ cổng sạc, Galaxy S8/Note8 bị bỏ rơi, chip Snapdragon mới với 5G giá rẻ",162351,3174,86,457,19-12-08,2019-12-08,2019,12,Sun,2019-12,Dec
454,Schannel,Việt Nam đại thắng Campuchia 4 - 0 | Kết luận điều tra vụ Gateway - GNCN 7/12,230366,6200,101,301,19-12-07,2019-12-07,2019,12,Sat,2019-12,Dec
455,Schannel,"Ca khúc của Sơn Tùng được hát tại Seagames | Midu, Chi Dân bị ném đá vì ""cosplay"" người mặt đen",387872,8500,196,271,19-12-06,2019-12-06,2019,12,Fri,2019-12,Dec
456,Schannel,Vlog : Lễ tốt nghiệp trường Richkid học phí 700 triệu nó như nào !,770361,16882,168,275,19-12-07,2019-12-07,2019,12,Sat,2019-12,Dec
457,Schannel,XẾP HÀNG TẬN 1 TIẾNG !  Uniqlo ở Việt Nam có gì hot thế !!!!,225440,4683,106,242,19-12-06,2019-12-06,2019,12,Fri,2019-12,Dec
458,Schannel,"Thái bị loại cay đắng bởi VN | Ngọc Trinh lần đầu nói về video unbox, du lịch tiền tỷ - GNCN 5/12",230631,5556,79,233,19-12-05,2019-12-05,2019,12,Thu,2019-12,Dec
459,Schannel,"#BMML - Note8 cả 1000$ vẫn bị bỏ rơi, Apple học theo Samsung 1 năm 2 dòng iPhone?",70832,1816,65,188,19-12-05,2019-12-05,2019,12,Thu,2019-12,Dec
460,Schannel,"GAME HACK NÃO  : Hết hồn khi đoán tuổi sao Việt, càng đoán càng sốc !!",452923,7808,189,215,19-12-04,2019-12-04,2019,12,Wed,2019-12,Dec
461,Schannel,Team Schannel bắt trend vừa đi vừa nói,468061,16427,341,439,19-12-04,2019-12-04,2019,12,Wed,2019-12,Dec
462,Schannel,"Việt Nam 1 - 0 Singapore, Lộ diện chương trình thay thế táo quân - GNCN 3/12",309158,7821,147,383,19-12-03,2019-12-03,2019,12,Tue,2019-12,Dec
463,Schannel,Sinh nhật Drama: Đan Anh bị đuổi việc vào ngày sinh nhật ????,161600,5191,68,95,19-12-03,2019-12-03,2019,12,Tue,2019-12,Dec
464,Schannel,󠀀󠀀Team UT : Khi 1 thành viên bị đá cả nhóm sẽ làm gì ?,213929,4958,75,184,19-12-05,2019-12-05,2019,12,Thu,2019-12,Dec
465,Schannel,Ông giáo 1977 òa khóc khi lên xe hoa trong đám cưới | Dân mạng phẫn nộ BTV Quốc Khánh - GNCN 2/12,261330,6329,108,164,19-12-02,2019-12-02,2019,12,Mon,2019-12,Dec
466,Schannel,󠀀Hành trình dọn sang văn phòng mới siêu khủng 400m của Schannel !,291754,9068,124,214,19-12-02,2019-12-02,2019,12,Mon,2019-12,Dec
467,Schannel,Vlog Mi Sơn : Lần đầu đi chơi trên xe bạc tỉ của sếp Huy !,191694,4030,56,140,19-12-02,2019-12-02,2019,12,Mon,2019-12,Dec
468,Schannel,Giới trẻ bây giờ có còn quan tâm đến Seagames ?,33704,1215,28,42,19-12-03,2019-12-03,2019,12,Tue,2019-12,Dec
469,Schannel,Cực nhắng với thử thách chụp Tone Xuyệt Tone tại nhà sách !,128699,2713,46,173,19-12-01,2019-12-01,2019,12,Sun,2019-12,Dec
470,Schannel,"S News t4/T11: LG - Samsung và drama OLED - QLED, Bé trai suýt mất mạng vì học theo clip YouTube",167660,3820,108,352,19-12-01,2019-12-01,2019,12,Sun,2019-12,Dec
471,Schannel,"Ngọc Trinh, Chi Pu bị chê tả tơi khi kết hợp | BlackFriday toàn chiêu trò đẩy giá cao rồi giảm sốc?",293379,7272,155,309,19-11-30,2019-11-30,2019,11,Sat,2019-11,Nov
472,Schannel,Lần đầu Ninh Dương Lan Ngọc đến Schannel Reaction Gái Già Muốn Lấy Chồng,722820,25112,210,398,19-11-30,2019-11-30,2019,11,Sat,2019-11,Nov
473,Schannel,Kì Seagame “tệ nhất” lịch sử với loạt phốt lớn | Khuyến mãi siêu lớn cho KH Viettel Internet,279702,6183,117,293,19-11-29,2019-11-29,2019,11,Fri,2019-11,Nov
474,Schannel,GAME HACK NÃO : Bịt mắt đoán lại đồ chơi tuổi thơ 9X !!!,105421,2543,35,53,19-12-01,2019-12-01,2019,12,Sun,2019-12,Dec
475,Schannel,"Từng bị chê rất nhiều, nhưng tại sao bọn mình luôn dùng Cốc Cốc !",53499,1388,89,212,19-11-29,2019-11-29,2019,11,Fri,2019-11,Nov
476,Schannel,"Phốt To Sếp Trắng TV vs Hot girl Mai Cơ : Bị vợ tung loạt tin nhắn, hình siêu hot !",159968,7189,102,426,19-11-28,2019-11-28,2019,11,Thu,2019-11,Nov
477,Schannel,"Vlog Mi Sơn : Trực tiếp tham gia AAA - Có lộn xộn, hỗn loạn như tin đồn ???",196614,6969,108,525,19-11-29,2019-11-29,2019,11,Fri,2019-11,Nov
478,Schannel,Vlog : 1 triệu đi mua đồ sinh nhật cho con sếp Huy (Lạc Lạc),841990,15616,246,265,19-11-28,2019-11-28,2019,11,Thu,2019-11,Nov
479,Schannel,"Thu đi để lại lá vàng, AAA đi để lại muôn vàn Drama | Hít hà Drama",244923,6543,117,734,19-11-28,2019-11-28,2019,11,Thu,2019-11,Nov
480,Schannel,BTC AAA 2019 lên tiếng sau loạt sự cố | Mẹ nữ sinh giao gà bị xử 20 năm tù - GNCN 27/11,171483,6527,101,393,19-11-27,2019-11-27,2019,11,Wed,2019-11,Nov
481,Schannel,"Toàn cảnh thảm đỏ AAA 2019 : Tận mắt thấy Yoona, TWICE, MOMOLAND, Red Velvet... tại VN",326008,7819,111,725,19-11-27,2019-11-27,2019,11,Wed,2019-11,Nov
482,Schannel,Kí sự săn trai đẹp trên Bigo & cái kết hết hồn !!,91014,1065,45,48,19-11-27,2019-11-27,2019,11,Wed,2019-11,Nov
483,Schannel,"MOMOLAND, Yoona bình dị đi ăn vặt, cafe ở VN | Lộ tin nhắn Phan Văn Đức đôi co gay gắt với Ngọc Nữ?",274713,6945,108,311,19-11-26,2019-11-26,2019,11,Tue,2019-11,Nov
484,Schannel,Lần đầu sếp Huy làm Vlogger : Thảm họa hay siêu nhạt ?,213321,9818,105,490,19-11-26,2019-11-26,2019,11,Tue,2019-11,Nov
485,Schannel,"Yoona, MOMOLAND, TXT, ... đã tới VN | Noo Phước Thịnh cực hot tại Hàn - GNCN 25/11",187309,5641,107,375,19-11-25,2019-11-25,2019,11,Mon,2019-11,Nov
486,Schannel,Vlog Mi Sơn : Hà Nội cũng có Mùa Thu Lá Đỏ đẹp như Hàn Quốc ?,81260,2192,15,99,19-11-27,2019-11-27,2019,11,Wed,2019-11,Nov
487,Schannel,Team UT hoảng hồn khi lên cầu kính 500m ở vách núi Sa Pa : Nhìn cực nguy hiểm !,186163,4341,75,284,19-11-26,2019-11-26,2019,11,Tue,2019-11,Nov
488,Schannel,Toàn cảnh Goo Hara : Từ 'búp bê xứ Hàn' đến bi kịch tuổi 28 !,1146970,19639,356,1306,19-11-25,2019-11-25,2019,11,Mon,2019-11,Nov
489,Schannel,Samsung chọn VN để bán Galaxy Fold: Người Việt giàu vậy sao ?,143604,3070,86,380,19-11-25,2019-11-25,2019,11,Mon,2019-11,Nov
490,Schannel,Lần đầu cưa trai Tây và cái kết | Ứng dụng học tiếng anh số 1,39348,1149,33,39,19-11-24,2019-11-24,2019,11,Sun,2019-11,Nov
491,Schannel,"S News t3/T11: Lộ thiết kế Galaxy S11, Huawei thoát cấm với Microsoft, Chống cuộc gọi rác",64466,1412,33,112,19-11-24,2019-11-24,2019,11,Sun,2019-11,Nov
492,Schannel,'Ông giáo' 1977 Vlog sắp lên xe hoa rồi Lão Hạc ạ | Smart khánh thành nhà máy sản xuất smartphone,525552,14086,220,959,19-11-23,2019-11-23,2019,11,Sat,2019-11,Nov
493,Schannel,#BMML Drama - Táo Quân hay NTN: Cái nào mới nên dừng lại ?,261837,9629,973,1536,19-11-23,2019-11-23,2019,11,Sat,2019-11,Nov
494,Schannel,Reaction Đâu Chịu Ngồi Yên - PHƯƠNG LY X RHYMASTIC X TOULIVER | Càng Nghe Càng Hay !,59840,1548,47,72,19-11-23,2019-11-23,2019,11,Sat,2019-11,Nov
495,Schannel,󠀀Sẽ có 1 Táo Quân phiên bản mới ??? | Thực hư con đường Park Hang Seo - GNCN 22/11,238371,6556,121,309,19-11-22,2019-11-22,2019,11,Fri,2019-11,Nov
496,Schannel,"Bạn thân khác giới đều là ""Tuesday"" ? | Ngồi Lê Đôi Mách",181278,5764,64,230,19-11-22,2019-11-22,2019,11,Fri,2019-11,Nov
497,Schannel,Chơi Tiếp Sức - Sống lại tuổi thơ dữ dội của team Schannel,64740,1542,39,51,19-11-22,2019-11-22,2019,11,Fri,2019-11,Nov
498,Schannel,Táo Quân sẽ dừng phát sóng sau 15 năm | Fan hóng Bé Sa & Quỳnh Trần JP đang về VN  - GNCN 21/11,307086,7645,138,752,19-11-21,2019-11-21,2019,11,Thu,2019-11,Nov
499,Schannel,Reaction 1977 Vlog Sống Mòn Giáo Án Lửa Thiêng | Cùng Schannel phân tích văn học !,393485,8956,511,544,19-11-21,2019-11-21,2019,11,Thu,2019-11,Nov
500,Schannel,"Ôtô bốc cháy dữ dội sau vụ tai nạn liên hoàn | Phim Cung đấu, đam mỹ... sẽ bị cấm - GNCN 20/11",210337,5909,81,698,19-11-20,2019-11-20,2019,11,Wed,2019-11,Nov
501,Schannel,Kiểm chứng quán bún mọc của danh hài Hoài Linh,145582,3329,117,108,19-11-20,2019-11-20,2019,11,Wed,2019-11,Nov
502,Schannel,Running Man Schannel #4 : Đuổi hình bắt không thể xàm & lầy lội hơn !,369989,7644,95,281,19-11-21,2019-11-21,2019,11,Thu,2019-11,Nov
